original_idx,chunk_idx,command,chunk_text
41,12,babeltrace2-run,"If
PARAMS
contains a key
       which exists in the initialization parameters of the current
       component, then this parameter is replaced. Connect components
The components which you create from component classes with the
--component
option (see âCreate componentsâ) add input and output
ports
depending on their type. An output port is from where
       messages, like trace events, are sent."
41,13,babeltrace2-run,"An output port is from where
       messages, like trace events, are sent. An input port is where
       messages are received. For a given component, each port has a
       unique name."
41,14,babeltrace2-run,"For a given component, each port has a
       unique name. The purpose of the
run
command is to create a trace processing
       graph, that is, to know which component ports to connect together. The command achieves this with the help of the connection rules
       that you provide with one or more
--connect
=
CONN-RULE
options."
41,15,babeltrace2-run,"The command achieves this with the help of the connection rules
       that you provide with one or more
--connect
=
CONN-RULE
options. The format of
CONN-RULE
is:
UP-COMP-PAT
[. UP-PORT-PAT
]:
DOWN-COMP-PAT
[."
41,16,babeltrace2-run,"UP-PORT-PAT
]:
DOWN-COMP-PAT
[. DOWN-PORT-PAT
]
UP-COMP-PAT
Upstream component name pattern. UP-PORT-PAT
Upstream (output) port name pattern."
41,17,babeltrace2-run,"UP-PORT-PAT
Upstream (output) port name pattern. DOWN-COMP-PAT
Downstream component name pattern. DOWN-PORT-PAT
Downstream (input) port name pattern."
41,18,babeltrace2-run,"DOWN-PORT-PAT
Downstream (input) port name pattern. When a source or filter component adds a new output port within
       the processing graph, the
run
command does the following to find
       an input port to connect it to:

           For each connection rule (--connect options, in order):
             If the component name of the output port matches UP-COMP-PAT and the
             output port name matches UP-PORT-PAT:
               For each component COMP in the trace processing graph:
                 If the name of COMP matches DOWN-COMP-PAT:
                   Select the first input port of COMP of which the name matches
                   DOWN-PORT-PAT, or fail with no match. No possible connection: fail with no match."
41,19,babeltrace2-run,"No possible connection: fail with no match. UP-COMP-PAT
,
UP-PORT-PAT
,
DOWN-COMP-PAT
, and
DOWN-PORT-PAT
are
       globbing patterns where only the wildcard character,
*
, is
       special: it matches zero or more characters. You must escape the
*
,
?"
41,20,babeltrace2-run,"You must escape the
*
,
? ,
[
,
. ,
:
, and
\
characters with
\
."
41,21,babeltrace2-run,",
:
, and
\
characters with
\
. When you donât specify
UP-PORT-PAT
or
DOWN-PORT-PAT
, theyâre
       equivalent to
*
. You can leverage this connection mechanism to specify fallbacks
       with a careful use of wildcards, as the order of the
--connect
options on the command line is significant."
41,22,babeltrace2-run,"You can leverage this connection mechanism to specify fallbacks
       with a careful use of wildcards, as the order of the
--connect
options on the command line is significant. For example:

           --connect='A.out*:B.in*' --connect=A:B --connect='*:C'

       With those connection rules, the
run
command connects:

       â¢   Any output port of which the name starts with
out
of component
A
to the first input port of which the name starts with
in
of
           component
B
. â¢   Any other output port of component
A
to the first available
           input port of component
B
."
41,23,babeltrace2-run,"â¢   Any other output port of component
A
to the first available
           input port of component
B
. â¢   Any other output port (of any component except
A
) to the first
           available input port of component
C
. The
run
command fails when it cannot find an input port to which
       to connect a given output port using the provided connection
       rules."
41,24,babeltrace2-run,"â¢   Any other output port (of any component except
A
) to the first
           available input port of component
C
. The
run
command fails when it cannot find an input port to which
       to connect a given output port using the provided connection
       rules. See âEXAMPLESâ for more examples."
42,0,babeltrace2,"babeltrace2
is an open-source trace converter and processor
       command-line program. The tool can open one or more traces and
       convert between multiple formats, possibly with one or more
       filters in the conversion path, and perform other operations
       depending on the command
CMD
(see âCOMMANDSâ). Note
You might be looking for the manual page of the
babeltrace2-convert(1)
; the
convert
command is the default
           command of
babeltrace2
and is backward compatible with
babeltrace
(1)."
42,1,babeltrace2,"Note
You might be looking for the manual page of the
babeltrace2-convert(1)
; the
convert
command is the default
           command of
babeltrace2
and is backward compatible with
babeltrace
(1). See âEXAMPLESâ for
convert
command examples. See
babeltrace2-intro(7)
to learn more about the Babeltrace 2
       project and its core concepts."
42,2,babeltrace2,"See
babeltrace2-intro(7)
to learn more about the Babeltrace 2
       project and its core concepts. Most of the
babeltrace2
commands load Babeltrace 2 plugins to
       perform their operation. The search path for Babeltrace 2 plugins
       is, in this order:

        1."
42,3,babeltrace2,"The search path for Babeltrace 2 plugins
       is, in this order:

        1. The colon-separated (or semicolon, on Windows) list of
           directories in the
BABELTRACE_PLUGIN_PATH
environment
           variable. 2."
42,4,babeltrace2,"2. The colon-separated (or semicolon, on Windows) list of
           directories in the
--plugin-path
option. 3."
42,5,babeltrace2,"3. $HOME/.local/lib/babeltrace2/plugins
4. /usr/local/lib/babeltrace2/plugins
You can use the
babeltrace2-list-plugins(1)
command to dynamically
       list the available plugins and what they offer."
42,6,babeltrace2,"$HOME/.local/lib/babeltrace2/plugins
4. /usr/local/lib/babeltrace2/plugins
You can use the
babeltrace2-list-plugins(1)
command to dynamically
       list the available plugins and what they offer. See âPROJECTâS
       PLUGINSâ for a list of plugins shipped with Babeltrace 2."
43,0,basename,"The
string
operand shall be treated as a pathname, as defined in
       the Base Definitions volume of POSIX.1â2017,
Section 3.271
,
Pathname
. The string
string
shall be converted to the filename
       corresponding to the last pathname component in
string
and then
       the suffix string
suffix
, if present, shall be removed. This shall
       be done by performing actions equivalent to the following steps in
       order:

        1."
43,1,basename,"This shall
       be done by performing actions equivalent to the following steps in
       order:

        1. If
string
is a null string, it is unspecified whether the
           resulting string is
'.'
or a null string. In either case,
           skip steps 2 through 6."
43,2,basename,"In either case,
           skip steps 2 through 6. 2. If
string
is
""//""
, it is implementation-defined whether steps
           3 to 6 are skipped or processed."
43,3,basename,"If
string
is
""//""
, it is implementation-defined whether steps
           3 to 6 are skipped or processed. 3. If
string
consists entirely of <slash> characters,
string
shall be set to a single <slash> character."
43,4,basename,"If
string
consists entirely of <slash> characters,
string
shall be set to a single <slash> character. In this case, skip
           steps 4 to 6. 4."
43,5,basename,"4. If there are any trailing <slash> characters in
string
, they
           shall be removed. 5."
43,6,basename,"5. If there are any <slash> characters remaining in
string
, the
           prefix of
string
up to and including the last <slash>
           character in
string
shall be removed. 6."
43,7,basename,"6. If the
suffix
operand is present, is not identical to the
           characters remaining in
string
, and is identical to a suffix
           of the characters remaining in
string
, the suffix
suffix
shall
           be removed from
string
. Otherwise,
string
is not modified by
           this step."
43,8,basename,"Otherwise,
string
is not modified by
           this step. It shall not be considered an error if
suffix
is
           not found in
string
. The resulting string shall be written to standard output."
44,0,basename,"Print NAME with any leading directory components removed. If
       specified, also remove a trailing SUFFIX. Mandatory arguments to long options are mandatory for short
       options too."
44,1,basename,"If
       specified, also remove a trailing SUFFIX. Mandatory arguments to long options are mandatory for short
       options too. -a
,
--multiple
support multiple arguments and treat each as a NAME
-s
,
--suffix
=
SUFFIX
remove a trailing SUFFIX; implies
-a
-z
,
--zero
end each output line with NUL, not newline
--help
display this help and exit
--version
output version information and exit"
45,0,basenc,"basenc encode or decode FILE, or standard input, to standard
       output. With no FILE, or when FILE is -, read standard input. Mandatory arguments to long options are mandatory for short
       options too."
45,1,basenc,"Mandatory arguments to long options are mandatory for short
       options too. --base64
same as 'base64' program (RFC4648 section 4)
--base64url
file- and url-safe base64 (RFC4648 section 5)
--base32
same as 'base32' program (RFC4648 section 6)
--base32hex
extended hex alphabet base32 (RFC4648 section 7)
--base16
hex encoding (RFC4648 section 8)
--base2msbf
bit string with most significant bit (msb) first
--base2lsbf
bit string with least significant bit (lsb) first
-d
,
--decode
decode data
-i
,
--ignore-garbage
when decoding, ignore non-alphabet characters
-w
,
--wrap
=
COLS
wrap encoded lines after COLS character (default 76). Use
              0 to disable line wrapping
--z85
ascii85-like encoding (ZeroMQ spec:32/Z85); when encoding,
              input length must be a multiple of 4; when decoding, input
              length must be a multiple of 5
--help
display this help and exit
--version
output version information and exit

       When decoding, the input may contain newlines in addition to the
       bytes of the formal alphabet."
45,2,basenc,"--base64
same as 'base64' program (RFC4648 section 4)
--base64url
file- and url-safe base64 (RFC4648 section 5)
--base32
same as 'base32' program (RFC4648 section 6)
--base32hex
extended hex alphabet base32 (RFC4648 section 7)
--base16
hex encoding (RFC4648 section 8)
--base2msbf
bit string with most significant bit (msb) first
--base2lsbf
bit string with least significant bit (lsb) first
-d
,
--decode
decode data
-i
,
--ignore-garbage
when decoding, ignore non-alphabet characters
-w
,
--wrap
=
COLS
wrap encoded lines after COLS character (default 76). Use
              0 to disable line wrapping
--z85
ascii85-like encoding (ZeroMQ spec:32/Z85); when encoding,
              input length must be a multiple of 4; when decoding, input
              length must be a multiple of 5
--help
display this help and exit
--version
output version information and exit

       When decoding, the input may contain newlines in addition to the
       bytes of the formal alphabet. Use
--ignore-garbage
to attempt to
       recover from any other non-alphabet bytes in the encoded stream."
46,0,batch,"The
batch
utility shall read commands from standard input and
       schedule them for execution in a batch queue. It shall be the
       equivalent of the command:

           at -q b -m now

       where queue
b
is a special
at
queue, specifically for batch jobs. Batch jobs shall be submitted to the batch queue with no time
       constraints and shall be run by the system using algorithms, based
       on unspecified factors, that may vary with each invocation of
batch
."
46,1,batch,"Batch jobs shall be submitted to the batch queue with no time
       constraints and shall be run by the system using algorithms, based
       on unspecified factors, that may vary with each invocation of
batch
. Users shall be permitted to use
batch
if their name appears in the
       file
at.allow
which is located in an implementation-defined
       directory. If that file does not exist, the file
at.deny
, which
       is located in an implementation-defined directory, shall be
       checked to determine whether the user shall be denied access to
batch
."
46,2,batch,"If that file does not exist, the file
at.deny
, which
       is located in an implementation-defined directory, shall be
       checked to determine whether the user shall be denied access to
batch
. If neither file exists, only a process with appropriate
       privileges shall be allowed to submit a job. If only
at.deny
exists and is empty, global usage shall be permitted."
46,3,batch,"If neither file exists, only a process with appropriate
       privileges shall be allowed to submit a job. If only
at.deny
exists and is empty, global usage shall be permitted. The
at.allow
and
at.deny
files shall consist of one user name per line."
47,0,bg,"If job control is enabled (see the description of
set
-m
), the
bg
utility shall resume suspended jobs from the current environment
       (see
Section 2.12
,
Shell Execution Environment
) by running them as
       background jobs. If the job specified by
job_id
is already a
       running background job, the
bg
utility shall have no effect and
       shall exit successfully.

       Using
bg
to place a job into the background shall cause its
       process ID to become ``known in the current shell execution
       environment'', as if it had been started as an asynchronous list;
       see
Section 2.9.3.1
,
Examples
."
48,0,bits,"The
bits
utility converts bit masks into various formats. It
       supports combining multiple masks together using bitwise
       operations."
49,0,bno_plot,"bno_plot is a visualization tool for the block layer IO tracing
       tool called blktrace(8). As noted in its documentation, blktrace
       is a block layer IO tracing mechanism which provides detailed
       information about request queue operations up to user space. bno_plot utilizes gnuplot to generate a 3D plot of the block
       number output from btt."
49,1,bno_plot,"bno_plot utilizes gnuplot to generate a 3D plot of the block
       number output from btt. If no
<files>
are specified, it will
       utilize all files generated after btt was run with
-B blknos
(meaning: all files of the form
blknos*[rw].dat
). The
-K
option forces bno_plot to put the keys below the graph."
49,2,bno_plot,"The
-K
option forces bno_plot to put the keys below the graph. If
       it is not specified, all keys for input files are put in the upper
       right corner of the graph. If the number of devices exceed 10,
       then bno_plot will automatically push the keys under the graph."
49,3,bno_plot,"If the number of devices exceed 10,
       then bno_plot will automatically push the keys under the graph. To use this utility, the gnuplot package needs to be installed. To exit the plotter, enter 'quit' or ^D at the 'gnuplot> ' prompt."
50,0,blkrawverify,"The
blkrawverify
utility can be used to verify data retrieved via
blktrace
. It will check for valid event formats, forward
       progressing sequence numbers and time stamps, also does reasonable
       checks for other potential issues within individual events.

       Errors found will be tracked in <
dev
>.verify.out."
51,0,bootctl,"bootctl
can check the EFI firmware and boot loader status, list
       and manage available boot loaders and boot loader entries, and
       install, update, or remove the
systemd-boot(7)
boot loader on the
       current system."
52,0,bc,"The
bc
utility shall implement an arbitrary precision calculator.
       It shall take input from any files given, then read from the
       standard input. If the standard input and standard output to
bc
are attached to a terminal, the invocation of
bc
shall be
       considered to be
interactive
, causing behavioral constraints
       described in the following sections."
53,0,blkparse,"The
blkparse
utility will attempt to combine streams of events for
       various devices on various CPUs, and produce a formatted output of
       the event information. Specifically, it will take the (machine-
       readable) output of the
blktrace
utility and convert it to a
       nicely formatted and human-readable form. As with
blktrace
, some details concerning
blkparse
will help in
       understanding the command line options presented below."
53,1,blkparse,"As with
blktrace
, some details concerning
blkparse
will help in
       understanding the command line options presented below. - By default,
blkparse
expects to run in a post-processing mode;
         one where the trace events have been saved by a previous run of
         blktrace, and blkparse is combining event streams and dumping
         formatted data. blkparse may be run in a live manner concurrently with blktrace
         by specifying
-i -
to blkparse, and combining it with the live
         option for blktrace."
53,2,blkparse,"blkparse may be run in a live manner concurrently with blktrace
         by specifying
-i -
to blkparse, and combining it with the live
         option for blktrace. An example would be:

            % blktrace -d /dev/sda -o - | blkparse -i -

       - You can set how many blkparse batches event reads via the
-b
option, the default is to handle events in batches of 512. - If you have saved event traces in blktrace with different output
         names (via the
-o
option to blktrace), you must specify the same
         input name via the
-i
option."
53,3,blkparse,"- If you have saved event traces in blktrace with different output
         names (via the
-o
option to blktrace), you must specify the same
         input name via the
-i
option. - The format of the output data can be controlled via the
-f
or
-F
options -- see OUTPUT DESCRIPTION AND FORMATTING for details. By default, blkparse sends formatted data to standard output."
53,4,blkparse,"By default, blkparse sends formatted data to standard output. This
       may be changed via the
-o
option, or text output can be disabled
       via the
-O
option. A merged binary stream can be produced using
       the
-d
option."
54,0,break,"If
n
is specified, the
break
utility shall exit from the
n
th
       enclosing
for
,
while
, or
until
loop. If
n
is not specified,
break
shall behave as if
n
was specified as 1. Execution shall continue
       with the command immediately following the exited loop."
54,1,break,"Execution shall continue
       with the command immediately following the exited loop. The value
       of
n
is a positive decimal integer. If
n
is greater than the
       number of enclosing loops, the outermost enclosing loop shall be
       exited."
54,2,break,"If
n
is greater than the
       number of enclosing loops, the outermost enclosing loop shall be
       exited. If there is no enclosing loop, the behavior is
       unspecified. A loop shall enclose a
break
or
continue
command if the loop
       lexically encloses the command."
54,3,break,"A loop shall enclose a
break
or
continue
command if the loop
       lexically encloses the command. A loop lexically encloses a
break
or
continue
command if the command is:

        *  Executing in the same execution environment (see
Section 2.12
,
Shell Execution Environment
) as the compound-list of the
           loop's do-group (see
Section 2.10.2
,
Shell Grammar Rules
), and

        *  Contained in a compound-list associated with the loop (either
           in the compound-list of the loop's do-group or, if the loop is
           a
while
or
until
loop, in the compound-list following the
while
or
until
reserved word), and

        *  Not in the body of a function whose function definition
           command (see
Section 2.9.5
,
Function Definition Command
) is
           contained in a compound-list associated with the loop. If
n
is greater than the number of lexically enclosing loops and
       there is a non-lexically enclosing loop in progress in the same
       execution environment as the
break
or
continue
command, it is
       unspecified whether that loop encloses the command."
55,0,btt,"btt is a post-processing tool for the block layer IO tracing tool
       called blktrace(8). As noted in its documentation, blktrace is a
       block layer IO tracing mechanism which provides detailed
       information about request queue operations up to user space. btt will take in binary dump data from blkparse, and analyse the
       events, producing a series of output from the analysis."
55,1,btt,"btt will take in binary dump data from blkparse, and analyse the
       events, producing a series of output from the analysis. It will
       also build .dat files containing ""range data"" -- showing things
       like Q activity (periods of time while Q events are being
       produced), C activity (likewise for command completions), and etc. Included with the distribution is a simple 3D plotting utility,
bno_plot
, which can plot the block numbers btt outputs if the
-B
option is specified."
55,2,btt,"It will
       also build .dat files containing ""range data"" -- showing things
       like Q activity (periods of time while Q events are being
       produced), C activity (likewise for command completions), and etc. Included with the distribution is a simple 3D plotting utility,
bno_plot
, which can plot the block numbers btt outputs if the
-B
option is specified. The display will display each IO generated,
       with the time (seconds) along the X-axis, the block number (start)
       along the Y-axis and the number of blocks transferred in the IO
       represented along the Z-axis."
56,0,busctl,"busctl
may be used to introspect and monitor the D-Bus bus."
57,0,cal,"cal
displays a simple calendar. If no arguments are specified, the
       current month is displayed. The
month
may be specified as a number (1-12), as a month name or
       as an abbreviated month name according to the current locales."
57,1,cal,"The
month
may be specified as a number (1-12), as a month name or
       as an abbreviated month name according to the current locales. Two different calendar systems are used, Gregorian and Julian. These are nearly identical systems with Gregorian making a small
       adjustment to the frequency of leap years; this facilitates
       improved synchronization with solar events like the equinoxes."
57,2,cal,"These are nearly identical systems with Gregorian making a small
       adjustment to the frequency of leap years; this facilitates
       improved synchronization with solar events like the equinoxes. The
       Gregorian calendar reform was introduced in 1582, but its adoption
       continued up to 1923. By default
cal
uses the adoption date of 3
       Sept 1752."
57,3,cal,"By default
cal
uses the adoption date of 3
       Sept 1752. From that date forward the Gregorian calendar is
       displayed; previous dates use the Julian calendar system. 11 days
       were removed at the time of adoption to bring the calendar in sync
       with solar events."
57,4,cal,"11 days
       were removed at the time of adoption to bring the calendar in sync
       with solar events. So Sept 1752 has a mix of Julian and Gregorian
       dates by which the 2nd is followed by the 14th (the 3rd through
       the 13th are absent). Optionally, either the proleptic Gregorian calendar or the Julian
       calendar may be used exclusively."
57,5,cal,"So Sept 1752 has a mix of Julian and Gregorian
       dates by which the 2nd is followed by the 14th (the 3rd through
       the 13th are absent). Optionally, either the proleptic Gregorian calendar or the Julian
       calendar may be used exclusively. See
--reform
below."
58,0,c++filt,"The C++ and Java languages provide function overloading, which
       means that you can write many functions with the same name,
       providing that each function takes parameters of different types. In order to be able to distinguish these similarly named functions
       C++ and Java encode them into a low-level assembler name which
       uniquely identifies each different version. This process is known
       as
mangling
."
58,1,c++filt,"This process is known
       as
mangling
. The
c++filt
[1] program does the inverse mapping: it
       decodes (
demangles
) low-level names into user-level names so that
       they can be read. Every alphanumeric word (consisting of letters, digits,
       underscores, dollars, or periods) seen in the input is a potential
       mangled name."
58,2,c++filt,"Every alphanumeric word (consisting of letters, digits,
       underscores, dollars, or periods) seen in the input is a potential
       mangled name. If the name decodes into a C++ name, the C++ name
       replaces the low-level name in the output, otherwise the original
       word is output. In this way you can pass an entire assembler
       source file, containing mangled names, through
c++filt
and see the
       same source file containing demangled names."
58,3,c++filt,"In this way you can pass an entire assembler
       source file, containing mangled names, through
c++filt
and see the
       same source file containing demangled names. You can also use
c++filt
to decipher individual symbols by passing
       them on the command line:

               c++filt <symbol>

       If no
symbol
arguments are given,
c++filt
reads symbol names from
       the standard input instead. All the results are printed on the
       standard output."
58,4,c++filt,"All the results are printed on the
       standard output. The difference between reading names from the
       command line versus reading names from the standard input is that
       command-line arguments are expected to be just mangled names and
       no checking is performed to separate them from surrounding text. Thus for example:

               c++filt -n _Z1fv

       will work and demangle the name to ""f()"" whereas:

               c++filt -n _Z1fv,

       will not work."
58,5,c++filt,"Thus for example:

               c++filt -n _Z1fv

       will work and demangle the name to ""f()"" whereas:

               c++filt -n _Z1fv,

       will not work. (Note the extra comma at the end of the mangled
       name which makes it invalid). This command however will work:

               echo _Z1fv, | c++filt -n

       and will display ""f(),"", i.e., the demangled name followed by a
       trailing comma."
58,6,c++filt,"This command however will work:

               echo _Z1fv, | c++filt -n

       and will display ""f(),"", i.e., the demangled name followed by a
       trailing comma. This behaviour is because when the names are read
       from the standard input it is expected that they might be part of
       an assembler source file where there might be extra, extraneous
       characters trailing after a mangled name. For example:

                   .type   _Z1fv, @function"
59,0,bash,"Bash
is an
sh
-compatible command language interpreter that
       executes commands read from the standard input or from a file. Bash
also incorporates useful features from the
Korn
and
C
shells
       (
ksh
and
csh
). Bash
is intended to be a conformant implementation of the Shell
       and Utilities portion of the IEEE POSIX specification (IEEE
       Standard 1003.1)."
59,1,bash,"Bash
also incorporates useful features from the
Korn
and
C
shells
       (
ksh
and
csh
). Bash
is intended to be a conformant implementation of the Shell
       and Utilities portion of the IEEE POSIX specification (IEEE
       Standard 1003.1). Bash
can be configured to be POSIX-conformant
       by default."
60,0,cal,"The
cal
utility shall write a calendar to standard output using
       the Julian calendar for dates from January 1, 1 through September
       2, 1752 and the Gregorian calendar for dates from September 14,
       1752 through December 31, 9999 as though the Gregorian calendar
       had been adopted on September 14, 1752. If no operands are given,
cal
shall produce a one-month calendar
       for the current month in the current year. If only the
year
operand is given,
cal
shall produce a calendar for all twelve
       months in the given calendar year."
60,1,cal,"If no operands are given,
cal
shall produce a one-month calendar
       for the current month in the current year. If only the
year
operand is given,
cal
shall produce a calendar for all twelve
       months in the given calendar year. If both
month
and
year
operands
       are given,
cal
shall produce a one-month calendar for the given
       month in the given year."
61,0,callgrind_control,"callgrind_control
controls programs being run by the Valgrind tool
       Callgrind. When a
pid/program name
argument is not specified, all
       applications currently being run by Callgrind on this system will
       be used for actions given by the specified option(s). The default
       action is to give some brief information about the applications
       being run by Callgrind."
62,0,callgrind_annotate,"callgrind_annotate
takes an output file produced by the Valgrind
       tool Callgrind and prints the information in an easy-to-read form."
63,0,cancel,"The
cancel
command cancels print jobs.  If no
destination
or
id
is
       specified, the currently printing job on the default destination
       is canceled."
64,0,c99,"The
c99
utility is an interface to the standard C compilation
       system; it shall accept source code conforming to the ISO C
       standard. The system conceptually consists of a compiler and link
       editor. The input files referenced by
pathname
operands and
-l
option-arguments shall be compiled and linked to produce an
       executable file."
64,1,c99,"The input files referenced by
pathname
operands and
-l
option-arguments shall be compiled and linked to produce an
       executable file. (It is unspecified whether the linking occurs
       entirely within the operation of
c99
; some implementations may
       produce objects that are not fully resolved until the file is
       executed.)

       If the
-c
option is specified, for all pathname operands of the
       form
file
.c
, the files:

           $(basename
pathname
.c).o

       shall be created as the result of successful compilation. If the
-c
option is not specified, it is unspecified whether such
.o
files are created or deleted for the
file
.c
operands."
64,2,c99,"If the
-c
option is not specified, it is unspecified whether such
.o
files are created or deleted for the
file
.c
operands. If there are no options that prevent link editing (such as
-c
or
-E
), and all input files compile and link without error, the
       resulting executable file shall be written according to the
-o
outfile
option (if present) or to the file
a.out
. The executable file shall be created as specified in
Section
1.1.1.4
,
File Read
,
Write
,
and Creation
, except that the file
       permission bits shall be set to: S_IRWXO | S_IRWXG | S_IRWXU

       and the bits specified by the
umask
of the process shall be
       cleared."
65,0,capsh,"Linux capability support and use can be explored and constrained
       with this tool. This tool provides a handy wrapper for certain
       types of capability testing and environment creation. It also
       provides some debugging features useful for summarizing capability
       state."
66,0,cat,"Concatenate FILE(s) to standard output.

       With no FILE, or when FILE is -, read standard input.
-A
,
--show-all
equivalent to
-vET
-b
,
--number-nonblank
number nonempty output lines, overrides
-n
-e
equivalent to
-vE
-E
,
--show-ends
display $ at end of each line
-n
,
--number
number all output lines
-s
,
--squeeze-blank
suppress repeated empty output lines
-t
equivalent to
-vT
-T
,
--show-tabs
display TAB characters as ^I
-u
(ignored)
-v
,
--show-nonprinting
use ^ and M- notation, except for LFD and TAB
--help
display this help and exit
--version
output version information and exit"
67,0,cat,"The
cat
utility shall read files in sequence and shall write their
       contents to the standard output in the same sequence."
68,0,cg_annotate,"cg_annotate
takes one or more Cachegrind output files and prints
       data about the profiled program in an easy-to-read form."
69,0,cd,"The
cd
utility shall change the working directory of the current
       shell execution environment (see
Section 2.12
,
Shell Execution
Environment
) by executing the following steps in sequence. (In the
       following steps, the symbol
curpath
represents an intermediate
       value used to simplify the description of the algorithm used by
cd
. There is no requirement that
curpath
be made visible to the
       application.)

        1."
69,1,cd,"There is no requirement that
curpath
be made visible to the
       application.)

        1. If no
directory
operand is given and the
HOME
environment
           variable is empty or undefined, the default behavior is
           implementation-defined and no further steps shall be taken. 2."
69,2,cd,"2. If no
directory
operand is given and the
HOME
environment
           variable is set to a non-empty value, the
cd
utility shall
           behave as if the directory named in the
HOME
environment
           variable was specified as the
directory
operand. 3."
69,3,cd,"3. If the
directory
operand begins with a <slash> character, set
curpath
to the operand and proceed to step 7. 4."
69,4,cd,"4. If the first component of the
directory
operand is dot or dot-
           dot, proceed to step 6. 5."
69,5,cd,"5. Starting with the first pathname in the <colon>-separated
           pathnames of
CDPATH
(see the ENVIRONMENT VARIABLES section) if
           the pathname is non-null, test if the concatenation of that
           pathname, a <slash> character if that pathname did not end
           with a <slash> character, and the
directory
operand names a
           directory. If the pathname is null, test if the concatenation
           of dot, a <slash> character, and the operand names a
           directory."
69,6,cd,"If the pathname is null, test if the concatenation
           of dot, a <slash> character, and the operand names a
           directory. In either case, if the resulting string names an
           existing directory, set
curpath
to that string and proceed to
           step 7. Otherwise, repeat this step with the next pathname in
CDPATH
until all pathnames have been tested."
69,7,cd,"Otherwise, repeat this step with the next pathname in
CDPATH
until all pathnames have been tested. 6. Set
curpath
to the
directory
operand."
69,8,cd,"Set
curpath
to the
directory
operand. 7. If the
-P
option is in effect, proceed to step 10."
69,9,cd,"If the
-P
option is in effect, proceed to step 10. If
curpath
does not begin with a <slash> character, set
curpath
to the
           string formed by the concatenation of the value of
PWD
, a
           <slash> character if the value of
PWD
did not end with a
           <slash> character, and
curpath
. 8."
69,10,cd,"8. The
curpath
value shall then be converted to canonical form as
           follows, considering each component from beginning to end, in
           sequence:

            a. Dot components and any <slash> characters that separate
               them from the next component shall be deleted."
69,11,cd,"Dot components and any <slash> characters that separate
               them from the next component shall be deleted. b. For each dot-dot component, if there is a preceding
               component and it is neither root nor dot-dot, then:

                i."
69,12,cd,"For each dot-dot component, if there is a preceding
               component and it is neither root nor dot-dot, then:

                i. If the preceding component does not refer (in the
                    context of pathname resolution with symbolic links
                    followed) to a directory, then the
cd
utility shall
                    display an appropriate error message and no further
                    steps shall be taken. ii."
69,13,cd,"ii. The preceding component, all <slash> characters
                    separating the preceding component from dot-dot, dot-
                    dot, and all <slash> characters separating dot-dot
                    from the following component (if any) shall be
                    deleted. c."
69,14,cd,"c. An implementation may further simplify
curpath
by removing
               any trailing <slash> characters that are not also leading
               <slash> characters, replacing multiple non-leading
               consecutive <slash> characters with a single <slash>, and
               replacing three or more leading <slash> characters with a
               single <slash>. If, as a result of this canonicalization,
               the
curpath
variable is null, no further steps shall be
               taken."
69,15,cd,"If, as a result of this canonicalization,
               the
curpath
variable is null, no further steps shall be
               taken. 9. If
curpath
is longer than {PATH_MAX} bytes (including the
           terminating null) and the
directory
operand was not longer
           than {PATH_MAX} bytes (including the terminating null), then
curpath
shall be converted from an absolute pathname to an
           equivalent relative pathname if possible."
69,16,cd,"If
curpath
is longer than {PATH_MAX} bytes (including the
           terminating null) and the
directory
operand was not longer
           than {PATH_MAX} bytes (including the terminating null), then
curpath
shall be converted from an absolute pathname to an
           equivalent relative pathname if possible. This conversion
           shall always be considered possible if the value of
PWD
, with
           a trailing <slash> added if it does not already have one, is
           an initial substring of
curpath
. Whether or not it is
           considered possible under other circumstances is unspecified."
69,17,cd,"Whether or not it is
           considered possible under other circumstances is unspecified. Implementations may also apply this conversion if
curpath
is
           not longer than {PATH_MAX} bytes or the
directory
operand was
           longer than {PATH_MAX} bytes. 10."
69,18,cd,"10. The
cd
utility shall then perform actions equivalent to the
chdir
() function called with
curpath
as the
path
argument. If
           these actions fail for any reason, the
cd
utility shall
           display an appropriate error message and the remainder of this
           step shall not be executed."
69,19,cd,"If
           these actions fail for any reason, the
cd
utility shall
           display an appropriate error message and the remainder of this
           step shall not be executed. If the
-P
option is not in effect,
           the
PWD
environment variable shall be set to the value that
curpath
had on entry to step 9 (i.e., before conversion to a
           relative pathname). If the
-P
option is in effect, the
PWD
environment variable shall be set to the string that would be
           output by
pwd
-P
."
69,20,cd,"If the
-P
option is in effect, the
PWD
environment variable shall be set to the string that would be
           output by
pwd
-P
. If there is insufficient permission on the
           new directory, or on any parent of that directory, to
           determine the current working directory, the value of the
PWD
environment variable is unspecified. If, during the execution of the above steps, the
PWD
environment
       variable is set, the
OLDPWD
environment variable shall also be set
       to the value of the old working directory (that is the current
       working directory immediately prior to the call to
cd
)."
70,0,cdrwtool,"The
cdwrtool
command can perform certain actions on a CD-R, CD-RW,
       or DVD-R device. Mainly these are blanking the media, formatting
       it for use with the packet-cd device,  and applying an UDF
       filesystem. The most common usage is probably the `quick setup' option:
cdrwtool -d
device
-q
which will blank the disc, format it as one large track, and write
       the UDF filesystem structures."
